ref_a,ref_b
ref-t-676304,ref-b-1794697
ref-t-676304,ref-b-7481781
ref-t-676560,ref-b-4073246
ref-t-676925,ref-b-4072657
ref-t-678083,ref-b-4071700
ref-t-678724,ref-b-4071980
ref-t-680931,ref-y-2355875
ref-t-684615,ref-b-4105616
ref-t-685170,ref-b-4114331
ref-t-687847,ref-b-4145719
ref-t-689269,ref-y-2637784
ref-t-689812,ref-b-4164699
ref-t-691727,ref-y-2655426
ref-t-691903,ref-y-2654630
ref-t-691903,ref-y-2655426
ref-t-693527,ref-b-4271707
ref-t-693577,ref-b-4271707
ref-t-694392,ref-y-732304
ref-t-694718,ref-y-732291
ref-t-697173,ref-b-4318066
ref-t-697446,ref-y-2693259
ref-t-697446,ref-y-2693259
ref-t-701058,ref-sifre-d-256562
ref-t-701441,ref-y-2732153
ref-t-702837,ref-b-4176498
ref-t-704175,ref-sifre-d-256806
ref-t-704378,ref-sifre-d-257119
ref-t-704951,ref-sifre-d-257430
ref-t-704951,ref-sifre-d-257430
ref-t-706660,ref-b-4396467
ref-t-707110,ref-sifra-504071
ref-t-707282,ref-b-2954471
ref-t-707282,ref-b-2954471
ref-t-707282,ref-sifra-503832
ref-t-708521,ref-y-527701
ref-t-708521,ref-y-2698788
ref-t-708521,ref-y-2856147
ref-t-708859,ref-b-4481734
ref-t-708859,ref-y-2868045
ref-t-709122,ref-y-70448
ref-t-709122,ref-y-70448
ref-t-710635,ref-y-2882174
ref-t-710710,ref-b-4529404
ref-t-711104,ref-b-4529404
ref-t-711104,ref-b-4529404
ref-t-713202,ref-y-2884987
ref-t-713630,ref-y-2884987
ref-t-713890,ref-y-2894416
ref-t-714466,ref-y-2894766
ref-t-717932,ref-y-2885799
ref-t-717932,ref-y-2885799
ref-t-722227,ref-sifre-d-247993
ref-t-722227,ref-y-2151598
ref-t-722227,ref-y-2943015
ref-t-722227,ref-sifre-d-247993
ref-t-722227,ref-b-3927780
ref-t-724072,ref-y-2931171
ref-t-724280,ref-y-2931385
ref-t-724695,ref-y-2952316
ref-t-724914,ref-b-4680932
ref-t-724914,ref-y-2952627
ref-t-725388,ref-y-2953066
ref-t-725435,ref-b-4681397
ref-t-725985,ref-b-5567615
ref-t-726573,ref-y-2960025
ref-t-727097,ref-y-2961450
ref-t-727097,ref-b-4719730
ref-t-727422,ref-y-2961708
ref-t-728321,ref-y-2965725
ref-t-728340,ref-y-2965725
ref-t-729098,ref-b-4717887
ref-t-729098,ref-y-2961175
ref-t-729502,ref-y-2964067
ref-t-729836,ref-y-2964439
ref-t-730654,ref-b-4752627
ref-t-730768,ref-b-4752627
ref-t-732406,ref-y-2974130
ref-t-732406,ref-y-2974130
ref-t-733165,ref-y-2974756
ref-t-735950,ref-y-2976642
ref-t-735972,ref-y-2976642
ref-t-736729,ref-b-5745201
ref-t-738384,ref-y-2977320
ref-t-739883,ref-b-4801973
ref-t-740554,ref-b-4819411
ref-t-744454,ref-y-2988199
ref-t-744454,ref-y-2988110
ref-t-745329,ref-y-2969878
ref-t-748528,ref-b-4856408
ref-t-749514,ref-y-2994345
ref-t-750070,ref-y-2996369
ref-t-752006,ref-b-4704622
ref-t-752746,ref-b-4933510
ref-t-753065,ref-b-4933908
ref-t-754578,ref-sifra-521039
ref-t-754850,ref-mek-335273
ref-t-755231,ref-mek-335747
ref-t-755231,ref-mek-335747
ref-t-756160,ref-mek-336345
ref-t-756628,ref-mek-336856
ref-t-756875,ref-b-4931782
ref-t-758024,ref-y-3001879
ref-t-761002,ref-y-3405952
ref-t-762314,ref-y-2352262
ref-t-762314,ref-y-2352262
ref-t-762848,ref-b-4935510
ref-t-763449,ref-b-4936116
ref-t-765053,ref-y-3003046
ref-t-766466,ref-y-2819118
ref-t-766473,ref-y-3266044
ref-t-766494,ref-y-2819118
ref-t-766494,ref-y-3266044
ref-t-776173,ref-y-3014595
ref-t-777786,ref-b-4943270
ref-t-777786,ref-b-5069217
ref-t-777786,ref-b-5069217
ref-t-778267,ref-y-3017546
ref-t-778267,ref-y-3017546
ref-t-779729,ref-sifra-490736
ref-t-779729,ref-sifra-490736
ref-t-780180,ref-y-3012562
ref-t-780203,ref-b-5646974
ref-t-781083,ref-b-5089706
ref-t-781083,ref-b-5089706
ref-t-781695,ref-b-5086779
ref-t-781714,ref-b-5086779
ref-t-782288,ref-b-5091032
ref-t-783752,ref-y-3020511
ref-t-787926,ref-b-5166785
ref-t-788809,ref-b-5170896
ref-t-788809,ref-b-5170896
ref-t-790055,ref-y-3030623
ref-t-790373,ref-b-5193756
ref-t-790770,ref-y-3031680
ref-t-790770,ref-y-3031680
ref-t-791907,ref-b-5202939
ref-t-793292,ref-y-2857276
ref-t-794275,ref-y-2234304
ref-t-796507,ref-b-5253611
ref-t-796507,ref-b-5257659
ref-t-796507,ref-b-5253611
ref-t-797501,ref-b-5268031
ref-t-797917,ref-sifra-623760
ref-t-798419,ref-y-3044916
ref-t-800835,ref-y-3047193
ref-t-801057,ref-y-3046543
ref-t-801770,ref-y-3048797
ref-t-801779,ref-y-3048797
ref-t-802142,ref-b-5246973
ref-t-802311,ref-b-5138969
ref-t-806007,ref-b-5321947
ref-t-806696,ref-b-5324185
ref-t-806913,ref-y-3050639
ref-t-807634,ref-y-3051449
ref-t-808029,ref-b-5331778
ref-t-808029,ref-b-5331778
ref-t-808029,ref-y-3052056
ref-t-813378,ref-y-3055721
ref-t-813678,ref-y-3055899
ref-t-814219,ref-b-5347351
ref-t-814219,ref-y-3057285
ref-t-814219,ref-y-3057285
ref-t-817716,ref-y-3059681
ref-t-819119,ref-b-5287538
ref-t-819557,ref-y-665326
ref-t-820442,ref-y-3063056
ref-t-821644,ref-y-3037772
ref-t-824637,ref-y-3059966
ref-t-829180,ref-b-5453398
ref-t-829487,ref-y-3066679
ref-t-834674,ref-y-3071033
ref-t-834888,ref-sifre-d-260114
ref-t-836366,ref-y-3074225
ref-t-836366,ref-y-3074220
ref-t-839075,ref-b-5584752
ref-t-839954,ref-b-5544203
ref-t-839982,ref-b-5543910
ref-t-842650,ref-b-3753377
ref-t-845533,ref-y-2817464
ref-t-845533,ref-y-2817464
ref-t-846875,ref-y-3088788
ref-t-847532,ref-b-5629838
ref-t-847532,ref-b-5629838
ref-t-854503,ref-y-2698788
ref-t-854503,ref-y-2856147
ref-t-854503,ref-y-527701
ref-t-854503,ref-y-2698788
ref-t-854503,ref-y-2856147
ref-t-857064,ref-b-5736067
ref-t-857325,ref-b-4419131
ref-t-862853,ref-y-2948297
ref-t-864296,ref-y-3109474
ref-t-864296,ref-y-3109474
ref-t-865882,ref-y-2429575
ref-t-866099,ref-y-3114782
ref-t-866476,ref-y-3116701
ref-t-868087,ref-b-4237951
ref-t-870041,ref-y-3120410
ref-t-871771,ref-y-3116161
ref-t-874980,ref-y-243908
ref-t-874980,ref-y-2863012
ref-t-875104,ref-b-5888928
ref-t-876829,ref-b-3600076
ref-t-877141,ref-y-3128927
ref-t-880607,ref-b-5945369
ref-t-880700,ref-y-3136021
ref-t-881188,ref-b-5946127
ref-t-881779,ref-y-3136930
ref-t-881779,ref-b-5946805
ref-t-882108,ref-b-5947118
ref-t-882108,ref-b-5947118
ref-t-882108,ref-y-3137369
ref-t-882404,ref-y-3137385
ref-t-882404,ref-b-5947185
ref-t-882404,ref-y-3137385
ref-t-882625,ref-b-5947583
ref-t-882625,ref-y-3137385
ref-t-882625,ref-b-5947583
ref-t-883194,ref-b-5960917
ref-t-883792,ref-y-3144273
ref-t-884428,ref-y-3144898
ref-t-884435,ref-y-751071
ref-t-884435,ref-y-751071
ref-t-884695,ref-y-3145080
ref-t-884695,ref-y-3145080
ref-t-884695,ref-b-5965015
ref-t-885659,ref-b-5967293
ref-t-885659,ref-b-5967293
ref-t-885901,ref-y-2569306
ref-t-886131,ref-y-3146202
ref-t-886131,ref-b-5967728
ref-t-887680,ref-b-5979554
ref-t-887713,ref-y-3154252
ref-t-888911,ref-sifre-d-144237
ref-t-888911,ref-sifre-d-144419
ref-t-889613,ref-sifre-d-144956
ref-t-889875,ref-sifre-d-145187
ref-t-891889,ref-y-3322512
ref-t-893493,ref-y-3176214
ref-t-893589,ref-b-6541016
ref-t-894750,ref-b-6123311
ref-t-894750,ref-b-6123311
ref-t-895539,ref-b-6010286
ref-t-895818,ref-b-6010506
ref-t-897341,ref-sifra-227560
ref-t-897341,ref-b-8358526
ref-t-897590,ref-y-2331982
ref-t-898420,ref-y-1654481
ref-t-898539,ref-y-1654616
ref-t-898539,ref-y-1654616
ref-t-898539,ref-y-3180251
ref-t-898539,ref-y-3180251
ref-t-902732,ref-y-2386793
ref-t-903162,ref-y-3213839
ref-t-903248,ref-mek-367923
ref-t-903524,ref-y-3158029
ref-t-904219,ref-y-3158947
ref-t-904329,ref-b-6272879
ref-t-904761,ref-b-1729418
ref-t-907816,ref-b-6808923
ref-t-907816,ref-y-880040
ref-t-908569,ref-sifra-4713
ref-t-910053,ref-b-6076592
ref-t-910053,ref-b-6076568
ref-t-910053,ref-b-6076592
ref-t-910814,ref-b-6077464
ref-t-910814,ref-b-6077464
ref-t-910986,ref-y-3203578
ref-t-910986,ref-b-6077763
ref-t-910986,ref-b-6077763
ref-t-911613,ref-b-1304113
ref-t-911613,ref-b-1304113
ref-t-913556,ref-y-3213510
ref-t-913954,ref-b-3924194
ref-t-913954,ref-b-6107880
ref-t-916779,ref-b-6189070
ref-t-917096,ref-y-3246546
ref-t-917096,ref-sifre-d-192003
ref-t-917633,ref-y-2421617
ref-t-917633,ref-b-3386730
ref-t-917633,ref-y-2421617
ref-t-917922,ref-b-6197428
ref-t-917988,ref-y-2241982
ref-t-917988,ref-y-3248699
ref-t-917988,ref-y-2241982
ref-t-918445,ref-b-5956550
ref-t-918846,ref-y-3205443
ref-t-919412,ref-y-3252338
ref-t-920258,ref-b-6274788
ref-t-920258,ref-b-6274788
ref-t-920720,ref-y-3311211
ref-t-921100,ref-mek-333694
ref-t-921163,ref-y-3259012
ref-t-921100,ref-mek-309736
ref-t-923416,ref-b-8402976
ref-t-925687,ref-b-2292384
ref-t-925998,ref-b-2292613
ref-t-925998,ref-b-2292613
ref-t-925998,ref-b-2292613
ref-t-926503,ref-y-3301677
ref-t-926597,ref-b-6392892
ref-t-927052,ref-y-3302682
ref-t-927613,ref-y-3302921
ref-t-927894,ref-y-3303352
ref-t-928142,ref-b-6410311
ref-t-928343,ref-y-3303525
ref-t-928640,ref-b-5985905
ref-t-930284,ref-y-3307851
ref-t-930284,ref-sifra-519828
ref-t-931198,ref-sifre-d-135825
ref-t-931588,ref-y-3283022
ref-t-931680,ref-y-3308317
ref-t-932448,ref-sifre-d-194237
ref-t-932448,ref-sifre-d-194237
ref-t-932845,ref-y-3224704
ref-t-933188,ref-sifre-d-200892
ref-t-933188,ref-sifre-d-200892
ref-t-933459,ref-b-6054732
ref-t-933634,ref-y-525148
ref-t-933634,ref-y-525148
ref-t-934114,ref-y-3317624
ref-t-935379,ref-y-3181368
ref-t-935562,ref-y-3325952
ref-t-935562,ref-y-3326034
ref-t-935562,ref-y-3326034
ref-t-935562,ref-b-6448242
ref-t-937617,ref-b-6449483
ref-t-937994,ref-sifre-d-197421
ref-t-944097,ref-sifre-d-108344
ref-t-947110,ref-sifre-n-292001
ref-t-947110,ref-b-1745584
ref-t-947110,ref-b-1745584
ref-t-947361,ref-sifre-n-292001
ref-t-948668,ref-mek-79865
ref-t-948668,ref-mek-270272
ref-t-948668,ref-mek-341996
ref-t-950727,ref-y-3375543
ref-t-954085,ref-y-2992957
ref-t-955941,ref-sifre-n-15829
ref-t-956311,ref-sifra-611422
ref-t-956674,ref-sifre-n-289183
ref-t-965493,ref-b-1202143
ref-t-966362,ref-b-6524990
ref-t-966362,ref-b-6524990
ref-t-970610,ref-b-2884838
ref-t-976007,ref-y-2158570
ref-t-976007,ref-y-2940660
ref-t-981428,ref-b-6554655
ref-t-982023,ref-y-3425824
ref-t-982917,ref-b-6554434
ref-t-983157,ref-b-6554211
ref-t-983157,ref-b-6554434
ref-t-983487,ref-b-6594145
ref-t-983900,ref-y-3432860
ref-t-983900,ref-b-6593195
ref-t-985975,ref-y-1092423
ref-t-985975,ref-y-2144742
ref-t-987383,ref-y-2652968
ref-t-988973,ref-b-5738498
ref-t-989405,ref-b-5739176
ref-t-990398,ref-b-6530036
ref-t-993716,ref-y-3464449
ref-t-993716,ref-y-3464449
ref-t-997127,ref-b-6697881
ref-t-997127,ref-mek-260423
ref-t-999669,ref-y-3488873
ref-t-1001436,ref-b-6710459
ref-t-1003758,ref-y-3504457
ref-t-1003978,ref-b-6750440
ref-t-1004281,ref-b-6747917
ref-t-1004281,ref-b-8727176
ref-t-1008056,ref-sifra-105182
ref-t-1008056,ref-sifra-105182
ref-t-1009054,ref-b-6783936
ref-t-1009428,ref-b-1894415
ref-t-1009428,ref-b-6802117
ref-t-1010232,ref-b-6804645
ref-t-1010513,ref-b-6805591
ref-t-1010513,ref-b-6805591
ref-t-1011090,ref-y-3547788
ref-t-1011276,ref-y-3548071
ref-t-1011703,ref-b-6805787
ref-t-1011987,ref-y-3549477
ref-t-1012095,ref-y-3548319
ref-t-1012408,ref-b-6807014
ref-t-1014087,ref-b-7290145
ref-t-1016237,ref-sifra-24703
ref-t-1016237,ref-sifra-24703
ref-t-1016237,ref-sifre-n-99689
ref-t-1016586,ref-b-6849359
ref-t-1024542,ref-y-1338820
ref-t-1025647,ref-b-6889276
ref-t-1027253,ref-sifre-d-124832
ref-t-1027576,ref-b-7105969
ref-t-1032326,ref-sifra-205826
ref-t-1032326,ref-b-6937472
ref-t-1032326,ref-b-7177060
ref-t-1034134,ref-b-6813560
ref-t-1034134,ref-sifra-74773
ref-t-1034134,ref-sifra-74773
ref-t-1034134,ref-b-6813560
ref-t-1034524,ref-y-1425717
ref-t-1034959,ref-b-6887756
ref-t-1037228,ref-b-1720837
ref-t-1039613,ref-b-6990184
ref-t-1042156,ref-b-6995593
ref-t-1047521,ref-b-7011080
ref-t-1047521,ref-b-7011080
ref-t-1047740,ref-b-1249813
ref-t-1047740,ref-b-2334154
ref-t-1048832,ref-sifra-185007
ref-t-1048832,ref-sifra-184899
ref-t-1049594,ref-sifra-120636
ref-t-1050459,ref-sifra-163498
ref-t-1051735,ref-sifra-163997
ref-t-1052108,ref-b-6804645
ref-t-1053400,ref-y-505881
ref-t-1055365,ref-b-7063646
ref-t-1055365,ref-b-7063646
ref-t-1058271,ref-b-7088360
ref-t-1058271,ref-b-7088373
ref-t-1058578,ref-b-1459591
ref-t-1065619,ref-b-7127563
ref-t-1066020,ref-b-7127668
ref-t-1066552,ref-b-7138137
ref-t-1066802,ref-b-7138427
ref-t-1070637,ref-b-7554570
ref-t-1072136,ref-b-7512286
ref-t-1073898,ref-y-2686122
ref-t-1075733,ref-b-6559313
ref-t-1078984,ref-b-7620120
ref-t-1078984,ref-b-7620120
ref-t-1079236,ref-b-3494448
ref-t-1079236,ref-b-7631931
ref-t-1080699,ref-b-7658156
ref-t-1083597,ref-b-7704906
ref-t-1083597,ref-b-7705382
ref-t-1086109,ref-b-6519389
ref-t-1086109,ref-sifra-568856
ref-t-1086625,ref-b-7741158
ref-t-1086625,ref-y-1693304
ref-t-1087037,ref-y-1693895
ref-t-1095187,ref-y-3100636
ref-t-1098997,ref-sifre-d-229625
ref-t-1099015,ref-sifre-d-229625
ref-t-1099507,ref-b-7139567
ref-t-1102494,ref-b-3959011
ref-t-1106983,ref-y-1894449
ref-t-1118063,ref-b-7319128
ref-t-1118063,ref-y-995293
ref-t-1118063,ref-sifra-61375
ref-t-1120775,ref-sifra-584207
ref-t-1121043,ref-sifra-612426
ref-t-1121768,ref-y-3339548
ref-t-1122149,ref-b-7294350
ref-t-1122149,ref-sifre-n-255331
ref-t-1122149,ref-sifre-n-255331
ref-t-1124878,ref-sifra-60418
ref-t-1124878,ref-sifra-172337
ref-t-1124878,ref-y-2766930
ref-t-1124878,ref-y-3241102
ref-t-1128617,ref-b-7332653
ref-t-1129956,ref-b-7383110
ref-t-1133314,ref-sifra-197397
ref-t-1134345,ref-sifra-602350
ref-t-1134345,ref-sifra-602350
ref-t-1135802,ref-b-7201005
ref-t-1135802,ref-sifra-63662
ref-t-1136638,ref-b-7039784
ref-t-1142037,ref-sifra-578583
ref-t-1142037,ref-sifra-578583
ref-t-1145346,ref-b-7448780
ref-t-1149763,ref-b-7463210
ref-t-1150299,ref-b-2279379
ref-t-1150299,ref-b-7463755
ref-t-1150834,ref-b-7467778
ref-t-1154081,ref-b-1459591
ref-t-1154872,ref-b-1460227
ref-t-1154872,ref-b-1460227
ref-t-1155514,ref-sifre-d-5323
ref-t-1155514,ref-bible-779352
ref-t-1155514,ref-bible-1116464
ref-t-1155514,ref-bible-1116464
ref-t-1156000,ref-sifre-n-188943
ref-t-1157030,ref-b-7946301
ref-t-1157154,ref-b-7945504
ref-t-1159213,ref-y-1280818
ref-t-1159947,ref-b-7977833
ref-t-1161391,ref-b-7990081
ref-t-1161391,ref-b-7990081
ref-t-1162028,ref-b-7999016
ref-t-1163191,ref-b-8011314
ref-t-1165615,ref-b-8028597
ref-t-1171553,ref-sifre-d-218852
ref-t-1174292,ref-b-4405351
ref-t-1177641,ref-y-1514635
ref-t-1177641,ref-y-1514635
ref-t-1177641,ref-y-1642652
ref-t-1177641,ref-y-1642652
ref-t-1182788,ref-b-8144365
ref-t-1182783,ref-y-1627984
ref-t-1182788,ref-b-8144365
ref-t-1185946,ref-b-8178249
ref-t-1187157,ref-b-8126137
ref-t-1187220,ref-b-8126137
ref-t-1189364,ref-b-5277688
ref-t-1189364,ref-b-5277688
ref-t-1191951,ref-sifra-678710
ref-t-1193070,ref-sifra-674394
ref-t-1193593,ref-b-5273240
ref-t-1193593,ref-sifra-675390
ref-t-1194089,ref-sifra-681322
ref-t-1194569,ref-sifre-d-120696
ref-t-1194574,ref-b-7739380
ref-t-1195646,ref-sifra-682111
ref-t-1195646,ref-sifra-682111
ref-t-1196568,ref-b-8212973
ref-t-1196568,ref-sifra-628393
ref-t-1196568,ref-b-8212973
ref-t-1197762,ref-b-4451818
ref-t-1200344,ref-sifra-633291
ref-t-1200344,ref-sifra-633291
ref-t-1201881,ref-b-8255635
ref-t-1201881,ref-sifra-671114
ref-t-1202659,ref-sifra-560845
ref-t-1216284,ref-b-8468707
ref-t-1216284,ref-b-8468707
ref-t-1217250,ref-b-3818371
ref-t-1217250,ref-b-7147488
ref-t-1219176,ref-b-8475822
ref-t-1219176,ref-b-2093672
ref-t-1219176,ref-y-1616426
ref-t-1221051,ref-sifra-143429
ref-t-1229398,ref-b-8385898
ref-t-1229898,ref-sifra-317201
ref-t-1230528,ref-sifra-498248
ref-t-1230528,ref-sifra-498248
ref-t-1235915,ref-sifra-111829
ref-t-1235915,ref-sifra-111829
ref-t-1243375,ref-b-7646846
ref-t-1243375,ref-sifra-286270
ref-t-1243584,ref-sifra-286672
ref-t-1253547,ref-sifra-295875
ref-t-1256136,ref-sifra-288755
ref-t-1256136,ref-sifra-288755
ref-t-1256136,ref-b-6815254
ref-t-1256414,ref-sifra-289205
ref-t-1261387,ref-b-8673984
ref-t-1270068,ref-b-7554674
ref-t-1271413,ref-b-7554674
ref-t-1278179,ref-y-1116264
ref-t-1278179,ref-y-1116264
ref-t-1296773,ref-y-1972251
ref-t-1306194,ref-y-2199391
ref-t-1306194,ref-b-740316
ref-t-1306194,ref-y-971077
ref-t-1318414,ref-b-7853207
ref-t-1318414,ref-b-7853267
ref-t-1318756,ref-b-7853267
ref-t-1324241,ref-y-12890
ref-t-1326613,ref-b-2833021
ref-t-1336253,ref-b-7866668
ref-t-1355719,ref-b-402178
ref-t-1358499,ref-y-2816856
ref-t-1358499,ref-y-2816856
ref-t-1365593,ref-y-479141
ref-t-1365593,ref-b-4101180
ref-t-1366865,ref-sifra-325869
ref-t-1366865,ref-y-3332967
ref-t-1371315,ref-sifra-326542
ref-t-1371315,ref-sifra-326542
ref-t-1375695,ref-sifra-324634
ref-t-1375695,ref-sifra-324634
ref-t-1375942,ref-sifra-355602
ref-t-1376558,ref-sifra-335543
ref-t-1376558,ref-sifra-335543
ref-t-1388598,ref-sifra-392526
ref-t-1388598,ref-sifra-392526
ref-t-1391032,ref-sifra-393594
ref-t-1391032,ref-sifra-393959
ref-t-1394211,ref-y-2269792
ref-t-1394234,ref-sifra-367741
ref-t-1395374,ref-b-2658725
ref-t-1395374,ref-b-2658725
ref-t-1395374,ref-sifra-372471
ref-t-1395374,ref-sifra-372772
ref-t-1396367,ref-b-6906739
ref-t-1398030,ref-sifra-442608
ref-t-1398030,ref-b-1857724
ref-t-1399470,ref-y-2807666
ref-t-1400105,ref-b-7042426
ref-t-1400108,ref-sifra-96046
ref-t-1400108,ref-b-6770980
ref-t-1400108,ref-sifra-96046
ref-t-1400500,ref-b-6770980
ref-t-1400500,ref-b-6770980
ref-t-1400714,ref-b-8276148
ref-t-1400714,ref-bible-1388454
ref-t-1400882,ref-sifra-96628
ref-t-1400882,ref-sifra-96628
ref-t-1403501,ref-b-2013463
ref-t-1403501,ref-b-7113654
ref-t-1430201,ref-y-3557017
ref-t-1432324,ref-b-3434213
ref-t-1432324,ref-b-3434213
ref-t-1432324,ref-y-2294041
ref-t-1432324,ref-y-2294041
ref-t-1433014,ref-b-3175793
ref-t-1433018,ref-b-8659291
ref-t-1436170,ref-b-8563692
ref-t-1438459,ref-b-8590164
ref-t-1438459,ref-b-8590164
ref-t-1441187,ref-b-8627978
ref-t-1442237,ref-sifra-419670
ref-t-1442302,ref-b-8637330
ref-t-1444202,ref-b-3065925
ref-t-1444202,ref-b-4651703
ref-t-1444272,ref-y-2296369
ref-t-1445674,ref-b-8684748
ref-t-1445888,ref-b-8684947
ref-t-1446179,ref-b-8672093
ref-t-1448338,ref-b-8710648
ref-t-1449495,ref-b-8712487
ref-t-1449495,ref-b-8712487
ref-t-1449920,ref-b-8705789
ref-t-1449920,ref-b-8705789
ref-t-1451281,ref-b-8729437
ref-t-1451902,ref-b-8713933
ref-t-1451902,ref-b-8713933
ref-t-1453391,ref-b-8721664
ref-t-1453853,ref-b-8724139
ref-t-1454035,ref-b-8518545
ref-t-1461021,ref-y-600113
ref-t-1461309,ref-b-4617572
ref-t-1461680,ref-y-600704
ref-t-1461680,ref-y-600704
ref-t-1462178,ref-y-573861
ref-t-1465604,ref-b-2826859
ref-t-1473540,ref-y-1031830
ref-t-1477884,ref-b-8396142
ref-t-1478346,ref-b-8396569
ref-t-1478429,ref-b-8396345
ref-t-1480005,ref-sifre-n-214818
ref-t-1480300,ref-sifre-n-215026
ref-t-1480300,ref-bible-1445125
ref-t-1481769,ref-b-8470273
ref-t-1489635,ref-b-7018223
ref-t-1493448,ref-y-2381544
ref-t-1493576,ref-y-2381218
ref-t-1493576,ref-y-2381544
ref-t-1494740,ref-b-8420184
ref-t-1494740,ref-b-8420184
ref-t-1497209,ref-sifre-n-16726
ref-t-1497209,ref-sifre-n-17271
ref-t-1497351,ref-y-2248743
ref-t-1497351,ref-y-2248743
ref-t-1512936,ref-b-6747917
ref-t-1516560,ref-b-2825532
ref-t-1523565,ref-sifra-398551
ref-t-1525531,ref-b-1548330
ref-t-1525531,ref-b-3894470
ref-t-1525677,ref-b-1548604
ref-t-1525677,ref-b-3894770
ref-t-1525677,ref-b-1548604
ref-t-1529760,ref-sifra-416719
ref-t-1529765,ref-sifra-416719
ref-t-1531403,ref-b-2135351
ref-t-1531403,ref-b-2135351
ref-t-1536202,ref-b-3911414
ref-t-1536202,ref-b-3911414
ref-t-1538538,ref-b-2519055
ref-t-1540216,ref-y-3106975
ref-t-1540216,ref-y-3106975
ref-t-1550519,ref-b-7873703
ref-t-1551906,ref-b-1027506
ref-b-62661,ref-bible-580948
ref-b-62661,ref-bible-580948
ref-b-93008,ref-bible-1480206
ref-b-93008,ref-bible-641134
ref-b-175205,ref-bible-345284
ref-b-285818,ref-bible-1229705
ref-b-285818,ref-bible-1229753
ref-b-286372,ref-bible-1229275
ref-b-313809,ref-bible-701139
ref-b-461389,ref-bible-1151124
ref-b-463496,ref-bible-789926
ref-b-538328,ref-bible-992714
ref-b-538328,ref-bible-992714
ref-b-539043,ref-bible-745302
ref-b-540308,ref-bible-625306
ref-b-544217,ref-bible-603764
ref-b-544772,ref-bible-631202
ref-b-545031,ref-bible-631571
ref-b-746333,ref-bible-522563
ref-b-746333,ref-bible-522563
ref-b-774349,ref-bible-783350
ref-b-851827,ref-bible-1106763
ref-b-852978,ref-bible-1116182
ref-b-895709,ref-bible-710280
ref-b-895709,ref-bible-1546895
ref-b-907394,ref-bible-631978
ref-b-1319494,ref-bible-1130049
ref-b-1319921,ref-bible-1130049
ref-b-1490474,ref-bible-553839
ref-b-1569349,ref-bible-1080355
ref-b-1570412,ref-bible-1080746
ref-b-1642303,ref-bible-1169043
ref-b-1642303,ref-bible-1169043
ref-b-1673666,ref-bible-1236087
ref-b-1699962,ref-bible-520079
ref-b-1831506,ref-bible-1584412
ref-b-1837439,ref-bible-884210
ref-b-1837860,ref-bible-1464525
ref-b-1911268,ref-bible-991177
ref-b-1911438,ref-bible-992293
ref-b-1911860,ref-bible-993856
ref-b-1911936,ref-bible-994245
ref-b-1911936,ref-bible-994245
ref-b-1913643,ref-bible-650773
ref-b-1937085,ref-bible-583897
ref-b-2106762,ref-bible-1132731
ref-b-2198303,ref-bible-489772
ref-b-2249304,ref-bible-1393101
ref-b-2249579,ref-bible-1394195
ref-b-2250844,ref-bible-1382279
ref-b-2261584,ref-bible-1360444
ref-b-2296553,ref-bible-1229705
ref-b-2351115,ref-bible-1166227
ref-b-2391767,ref-bible-1151124
ref-b-2400690,ref-bible-804511
ref-b-2400881,ref-bible-852895
ref-b-2448213,ref-bible-1586168
ref-b-2474117,ref-bible-1502910
ref-b-2474117,ref-bible-1502854
ref-b-2539845,ref-bible-777082
ref-b-2539845,ref-bible-979594
ref-b-2539845,ref-bible-979594
ref-b-2548638,ref-bible-608801
ref-b-2549329,ref-bible-1359162
ref-b-2566956,ref-bible-1365488
ref-b-2599056,ref-bible-1407947
ref-b-2689550,ref-bible-614751
ref-b-2736440,ref-bible-587581
ref-b-2804145,ref-bible-780686
ref-b-2804145,ref-bible-780686
ref-b-3095422,ref-bible-556232
ref-b-3105415,ref-bible-635568
ref-b-3105875,ref-bible-635998
ref-b-3106429,ref-bible-636256
ref-b-3273369,ref-bible-789926
ref-b-3325545,ref-bible-1375253
ref-b-3325545,ref-bible-1375253
ref-b-3325545,ref-bible-1406734
ref-b-3325545,ref-bible-1406734
ref-b-3441750,ref-bible-1018149
ref-b-3441750,ref-bible-1018149
ref-b-3936876,ref-bible-626501
ref-b-3937100,ref-bible-628791
ref-b-3952747,ref-bible-725623
ref-b-3957992,ref-bible-849772
ref-b-3977585,ref-bible-1435076
ref-b-4011223,ref-bible-418241
ref-b-4011733,ref-bible-416523
ref-b-4016411,ref-bible-417540
ref-b-4016411,ref-bible-417540
ref-b-4021338,ref-bible-446673
ref-b-4021359,ref-bible-446673
ref-b-4034519,ref-bible-892868
ref-b-4041579,ref-bible-943846
ref-b-4043671,ref-bible-555104
ref-b-4063465,ref-bible-466239
ref-b-4070484,ref-bible-1083807
ref-b-4074674,ref-bible-783350
ref-b-4079409,ref-bible-815773
ref-b-4386094,ref-bible-1149906
ref-b-4561642,ref-bible-1136066
ref-b-4626098,ref-bible-908940
ref-b-4627262,ref-bible-1375253
ref-b-4627262,ref-bible-1375253
ref-b-4627262,ref-bible-1406734
ref-b-4627262,ref-bible-1406734
ref-b-4642620,ref-bible-995540
ref-b-5387382,ref-bible-656211
ref-b-5390744,ref-bible-39467
ref-b-5488034,ref-bible-1261168
ref-b-5509000,ref-bible-1435076
